ILTCourseCode,ClassCode,ClassStartDate,ClassEndDate,TimeZone,ClassName,Instructor,Provider,Minimum,Maximum,EstimatedCredits,Contact,Waitlist,Location
Health & Well-Being_Health Perspectives (AGGU),Health & Well-Being_Health Perspectives (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Health Perspectives & Your Fitness Class,,ILT Content,,,,,1,Bldg_1_Room_102
How the Steel Market Works Training (vendor),How the Steel Market Works Training (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,How the Steel Market Works Training Class,,ILT Content,,,,,1,Bldg_1_Room_102
Influential Leadership Workshop (MAC),Influential Leadership Workshop (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Influential Leadership Workshop Class,,ILT Content,,,,,1,Bldg_1_Room_102
Injection_Injection Molding - Manf Technology (AGG: Tyler Watson),Injection_Injection Molding - Manf Technology (AGG: Tyler Watson) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Injection Molding - Manufacturing Technology Class,,ILT Content,,,,,1,Bldg_2_Room_207
J2P0310 (vendor),J2P0310 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Handling Tool Operation and Programming Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership Core: Excel (AGGU),Leadership Core: Excel (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Excel - Leadership Core Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership Core: Outlook 2010 (AGGU),Leadership Core: Outlook 2010 (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Change Your Outlook on Outlook 2010 (session 2) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership Core: Praise (AGGU),Leadership Core: Praise (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Why Praise Can BackfireAnd How to Do it Right - Leadership Core Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership: AGG Policies (AGGU),Leadership: AGG Policies (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Understanding AGG Policies: What Would You Do? - Leadership Core Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_ 5S+1Y I (AGGU),Leadership_AGGU 5S+1Y I (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,5S+1Y I Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_4 Imperatives (MAC),Leadership_4 Imperatives (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,The Four Imperatives of Great Leaders Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_Delegating (MAC),Leadership_Delegating (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Delegating with Purpose Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_DISC-LC (AGGU),Leadership_DISC-LC (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,DISC Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_Driving Change (MAC),Leadership_Driving Change (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Driving Change Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_Effective Communication -LC (AGGU),Leadership_Effective Communication -LC (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Effective Communication Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_Emotional Intelligence Training,Leadership_Emotional Intelligence Training-0001,10/23/2019 12:00:00.000,10/24/2019 16:00:00.000,America/Chicago,Offering of Emotional Intelligence Training,,ILT Content,,20,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_Emotional Intelligence Training,Leadership_Emotional Intelligence Training-0002,10/23/2019 18:00:00.000,10/24/2019 22:00:00.000,America/Chicago,Offering of Emotional Intelligence Training,,ILT Content,,20,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_Kanban I (AGGU),Leadership_Kanban I (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Kanban I Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0001,05/28/2019 20:00:00.000,05/28/2019 21:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0002,05/29/2019 15:00:00.000,05/29/2019 16:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0003,05/29/2019 19:00:00.000,05/29/2019 20:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0004,05/30/2019 21:00:00.000,05/30/2019 22:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0005,05/31/2019 12:00:00.000,05/31/2019 13:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0006,05/31/2019 18:00:00.000,05/31/2019 19:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0007,05/06/2019 20:00:00,05/06/2019 21:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0008,06/06/2019 16:00:00,06/06/2019 17:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0009,07/06/2019 14:00:00,07/06/2019 15:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0010,10/06/2019 19:00:00,10/06/2019 20:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0011,11/06/2019 15:00:00,11/06/2019 16:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0012,11/06/2019 21:00:00,11/06/2019 22:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0014,06/13/2019 12:00:00.000,06/13/2019 13:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0015,06/20/2019 16:00:00.000,06/20/2019 17:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0016,06/20/2019 21:00:00.000,06/20/2019 22:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0017,06/21/2019 14:00:00.000,06/21/2019 15:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0018,06/24/2019 16:00:00.000,06/24/2019 17:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0019,06/25/2019 15:00:00.000,06/25/2019 16:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0020,06/26/2019 19:00:00.000,06/26/2019 20:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0021,09/07/2019 19:00:00,09/07/2019 20:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0022,10/07/2019 21:00:00,10/07/2019 22:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0023,11/07/2019 12:00:00,11/07/2019 13:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0024,11/07/2019 15:00:00,11/07/2019 16:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0025,09/07/2019 16:00:00,09/07/2019 17:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0029,07/18/2019 15:00:00.000,07/18/2019 16:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0030,07/19/2019 15:00:00.000,07/19/2019 16:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0031,07/24/2019 12:00:00.000,07/24/2019 13:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0032,07/25/2019 21:00:00.000,07/25/2019 22:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0033,07/26/2019 14:00:00.000,07/26/2019 15:00:00.000,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0034,01/08/2019 21:00:00,01/08/2019 22:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0035,02/08/2019 00:00:00,02/08/2019 01:00:00,America/Chicago,Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0036,05/08/2019 21:00:00,05/08/2019 22:00:00,America/Chicago,Offering of LMS Training for Managers,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0037,09/20/2019 12:00:00.000,09/20/2019 13:00:00.000,America/Chicago,Offering of LMS Training for Managers,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_LMS Training for Managers,Leadership_LMS Training-0038,09/20/2019 12:00:00.000,09/20/2019 13:00:00.000,America/Chicago,Copy (1) of Offering of LMS Training,87571,ILT Content,6,18,3600,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_Middle Management Training (MMT),Leadership_Middle Management Training (MMT)-0001,09/09/2019 13:00:00,11/09/2019 22:00:00,America/Chicago,Offering of Middle Management Training (MMT),,ILT Content,,25,72000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_ProManager (vendor),Leadership_ProManager (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,ProManager Leadership Development Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 01),07/11/2016 14:00:00,02/12/2016 18:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 02),01/23/2017 14:00:00.000,02/17/2017 18:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 03),03/13/2017 13:00:00.000,07/04/2017 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 04),04/24/2017 13:00:00.000,05/19/2017 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 05),05/06/2017 13:00:00,06/30/2017 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 06),07/24/2017 13:00:00.000,08/18/2017 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 07),11/09/2017 13:00:00,06/10/2017 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 08),10/23/2017 13:00:00.000,11/17/2017 18:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 09),05/02/2018 14:00:00,02/03/2018 18:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 10),05/14/2018 13:00:00.000,08/06/2018 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 11),06/08/2018 13:00:00,08/31/2018 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 12),09/17/2018 13:00:00.000,12/10/2018 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 13),10/22/2018 13:00:00.000,11/16/2018 18:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 14),04/02/2019 14:00:00,01/03/2019 18:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 15),01/04/2019 13:00:00,04/26/2019 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,10,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 16),07/29/2019 13:00:00.000,08/23/2019 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 17),09/16/2019 13:00:00.000,11/10/2019 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 18),10/28/2019 13:00:00.000,11/22/2019 18:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,6,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 19),01/13/2020 14:00:00.000,07/02/2020 18:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 20),09/03/2020 13:00:00,03/04/2020 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 21),04/20/2020 13:00:00.000,05/15/2020 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 22),01/06/2020 13:00:00,06/26/2020 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 23),03/08/2020 13:00:00,08/28/2020 17:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 24),09/14/2020 13:00:00.000,09/10/2020 17:00:00,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP,Leadership_SCP (Round 25),10/26/2020 13:00:00.000,11/20/2020 18:00:00.000,America/Chicago,Offering of Supervisor Certification Program,,ILT Content,4,8,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP final presentation (ILT Course),leadership_scp final presentation (Group 18),06/02/2020 14:30:00,06/02/2020 16:30:00,America/Chicago,Offering of Supervisor Certification Program Final Presentation,,ILT Content,,,900,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP final presentation (ILT Course),leadership_scp final presentation (Group 19) (ILT Course)-0002,05/03/2020 14:30:00,05/03/2020 16:00:00,America/Chicago,Offering of Supervisor Certification Program Final Presentation,,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP final presentation (ILT Course),leadership_scp final presentation (Group 19) (ILT Course)-0003,04/03/2020 14:30:00,04/03/2020 16:30:00,America/Chicago,Offering of Supervisor Certification Program Final Presentation,,ILT Content,,,,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP Leadership & Goals_ARCHIVE,Leadership_SCP Leadership & Goals-0001,01/27/2020 14:00:00.000,01/31/2020 23:00:00.000,America/Chicago,Offering of Supervisor Certification Program Weekly (Leadership & Goals),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP Quality & Problem Solving_ARCHIVE,Leadership_SCP Quality & Problem Solving-0001,10/21/2019 13:00:00.000,10/25/2019 22:00:00.000,America/Chicago,Offering of Supervisor Certification Program Weekly (Quality & Problem Solving),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP Quality & Problem Solving_ARCHIVE,Leadership_SCP Quality & Problem Solving-0002,04/11/2019 14:00:00,08/11/2019 23:00:00,America/Chicago,Offering of Supervisor Certification Program Weekly (Quality & Problem Solving),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP Standard Work & Training_ARCHIVE,Leadership_SCP Standard Work & Training-0001,02/12/2019 14:00:00,06/12/2019 23:00:00,America/Chicago,Offering of Supervisor Certification Program Weekly (Standard Work & Training),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP Standard Work & Training_ARCHIVE,Leadership_SCP Standard Work & Training-0002,09/30/2019 13:00:00.000,04/10/2019 22:00:00,America/Chicago,Offering of Supervisor Certification Program Weekly (Standard Work & Training),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP TPS & Safety (weekly),Leadership_SCP TPS & Safety-0001,09/09/2019 13:00:00,09/13/2019 22:00:00.000,America/Chicago,Offering of Supervisor Certification Program Weekly (TPS & Safety),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_SCP TPS & Safety (weekly),Leadership_SCP TPS & Safety-0002,09/16/2019 13:00:00.000,09/20/2019 22:00:00.000,America/Chicago,Offering of Supervisor Certification Program Weekly (TPS & Safety),,ILT Content,,,144000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TPS (AGGU),Leadership_TPS (AGGU) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TPS I Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_TPS (vendor),Leadership_TPS (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TPS Basics for Management Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0001,12/16/2019 14:00:00.000,12/16/2019 16:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0002,12/17/2019 13:00:00.000,12/17/2019 15:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0003,12/18/2019 14:00:00.000,12/18/2019 16:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0004,12/12/2019 15:00:00,12/12/2019 17:00:00,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0005,01/22/2020 11:00:00.000,01/22/2020 13:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0006,01/14/2020 13:00:00.000,01/14/2020 15:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0008,01/28/2020 11:00:00.000,01/28/2020 13:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course (CANCELLED),86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0009,01/29/2020 20:00:00.000,01/29/2020 22:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course (CANCELLED),86295,ILT Content,6,15,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction - Refresher Course,Leadership_TWI Job Instruction - Refresher Course-0010,02/13/2020 14:00:00.000,02/13/2020 16:00:00.000,America/Chicago,Offering of TWI Job Instruction - Refresher Course,86295,ILT Content,1,10,7200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TWI Job Instruction 10-hour Cert Class,,ILT Content,,,,,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0003,05/13/2019 12:00:00.000,05/17/2019 14:00:00.000,America/New_York,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0004,06/24/2019 19:00:00.000,06/28/2019 21:00:00.000,America/New_York,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0008,12/16/2019 19:30:00.000,12/20/2019 21:30:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0009,10/02/2020 14:00:00,02/14/2020 16:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0010,06/01/2020 21:00:00,10/01/2020 23:00:00,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0011,12/08/2019 19:00:00,08/16/2019 21:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0012,09/23/2019 19:00:00.000,09/27/2019 21:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0013,10/14/2019 13:00:00.000,10/18/2019 15:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0014,04/11/2019 20:00:00,08/11/2019 22:00:00,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0015,09/12/2019 13:00:00,12/13/2019 15:00:00.000,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,5,10,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
Leadership_TWI Job Instruction 10-hour,Leadership_TWI Job Instruction 10-hour-0016,09/30/2019 19:00:00.000,04/10/2019 21:00:00,America/Chicago,Offering of TWI Job Instruction 10-hour Certification,86295,ILT Content,6,6,36000,AGG.University@dummydata.com,1,Bldg_2_Room_207
