EmployeeID,ActivityCode,Training Status,RegistrationDate,CompletionDate,DueDate,Score,Success,Notes
72757,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
72767,Core_ Core Operator Training (AGGU) Class,Attended,09/24/2015 08:00:00.000,09/24/2015 00:00:00.000,,,,
72902,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
72919,Core_ Core Operator Training (AGGU) Class,Attended,06/06/2016 08:00:00,07/06/2016 00:00:00,,,,
73096,Computer & Software_JDE Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
73096,Computer & Software_Microsoft Outlook Class,Attended,09/06/2017 08:00:00,09/06/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
73096,Computer & Software_Shop Floor Data Entry Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
73096,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
73096,Computer_FileHold Class,Attended,06/19/2017 08:00:00.000,06/19/2017 00:00:00.000,,,,
73096,Legal_FMLA for Management (AGG specifics) Class,Attended,06/23/2017 08:00:00.000,06/23/2017 00:00:00.000,,,,
73096,Safety_Token Yochi Class,Attended,08/06/2017 08:00:00,08/06/2017 00:00:00,,,,
73105,Onboarding_Mentor Certification Training-0032,No-show,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
73180,Core_ Core Operator Training (AGGU) Class,Attended,10/08/2015 08:00:00,10/08/2015 00:00:00,,,,
73187,Computer & Software_Excel Intermediate-0003,Registered,01/18/2019 21:04:38.000,,,,,
73187,Computer_Excel Basic-0001,Attended,11/20/2018 14:13:51.000,11/30/2018 19:35:00.000,,,,
73187,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
73386,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
73404,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
73527,Auditor Training (vendor) Class,Attended,03/27/2017 08:00:00.000,03/29/2017 00:00:00.000,,,,
73527,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
73527,Leadership_Emotional Intelligence Training-0001,Attended,09/13/2019 18:17:18.000,10/24/2019 14:55:00.000,,,,
73527,Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:2009) -0002,Attended,06/05/2019 16:19:29,10/30/2015 16:15:00.000,,,,
74442,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:11:16.000,11/01/2018 14:30:00,,,,
74442,Safety_Token Yochi Class,Attended,06/20/2017 08:00:00.000,06/20/2017 00:00:00.000,,,,
74684,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
74685,Computer & Software_JDE Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
74685,Computer & Software_Microsoft Outlook Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
74685,Computer & Software_Shop Floor Data Entry Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
74685,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:37:12.000,01/15/2018 14:30:00.000,,,,
74685,Computer_FileHold Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
74685,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
74685,Legal_FMLA for Management (AGG specifics) Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
74685,Safety_Token Yochi Class,Attended,06/03/2017 08:00:00,06/03/2017 00:00:00,,,,
75438,Computer & Software_Excel Intermediate-0002,Attended,01/31/2019 21:36:29.000,04/04/2019 17:45:00,,,,This is done by admin due to some Technical Issues or Glitches
75440,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
75641,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
75646,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
75646,Safety_Token Yochi Class,Attended,07/06/2019 20:40:37,07/06/2019 20:40:00,,,,
75872,Computer & Software_JDE Class,Attended,02/05/2017 08:00:00,02/05/2017 00:00:00,,,,
75872,Computer & Software_Microsoft Outlook Class,Attended,04/28/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
75872,Computer & Software_Shop Floor Data Entry Class,Attended,10/05/2017 08:00:00,10/05/2017 00:00:00,,,,
75872,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 13:00:00,,,,
75872,Computer_FileHold Class,Attended,09/05/2017 08:00:00,09/05/2017 00:00:00,,,,
75872,Legal_FMLA for Management (AGG specifics) Class,Attended,05/15/2017 08:00:00.000,05/15/2017 00:00:00.000,,,,
75872,Safety_Token Yochi Class,Attended,04/27/2017 08:00:00.000,04/27/2017 00:00:00.000,,,,
76015,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
76025,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
76234,Core_ Core Operator Training (AGGU) Class,Attended,10/04/2017 08:00:00,04/13/2017 00:00:00.000,,,,
76285,Computer & Software_JDE Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
76285,Computer & Software_Microsoft Outlook Class,Attended,07/28/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
76285,Computer & Software_Shop Floor Data Entry Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
76285,Computer Skills_Excel Basic Class,Attended,03/27/2017 08:00:00.000,03/04/2017 00:00:00,,,,
76285,Computer Skills_Excel Intermediate Class,Attended,10/04/2017 08:00:00,04/14/2017 00:00:00.000,,,,
76285,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
76285,Legal_FMLA for Management (AGG specifics) Class,Attended,11/08/2017 08:00:00,11/08/2017 00:00:00,,,,
76285,Safety_Token Yochi Class,Attended,07/27/2017 08:00:00.000,07/27/2017 00:00:00.000,,,,
76352,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:04:25.000,03/15/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
76352,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:10:57.000,03/22/2018 22:00:00.000,,,,
76517,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
76517,Safety_Token Yochi Class,Attended,06/20/2017 08:00:00.000,06/20/2017 00:00:00.000,,,,
76541,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:37:12.000,01/15/2018 14:30:00.000,,,,
76541,Safety_Token Yochi Class,Attended,11/10/2017 08:00:00,11/10/2017 00:00:00,,,,
76544,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
76544,Onboarding_Mentor Certification Training-0031,Cancelled,08/24/2021 15:24:53.000,08/25/2021 03:00:00.000,,,,
76675,Core_ Core Operator Training (AGGU) Class,Attended,09/01/2017 08:00:00,12/01/2017 00:00:00,,,,
76675,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
76772,Computer & Software_Microsoft Outlook Class,Attended,10/12/2015 08:00:00,10/12/2015 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
76772,Computer Skills_Excel Basic Class,Attended,06/26/2017 08:00:00.000,06/29/2017 00:00:00.000,,,,
76772,Core_ Core Operator Training (AGGU) Class,Attended,09/30/2015 08:00:00.000,09/30/2015 00:00:00.000,,,,
76772,Safety_Token Yochi Class,Attended,07/06/2019 20:40:37,07/06/2019 20:40:00,,,,
76772,Technical_Mechanical Level 2 Lab (Ranken) Class,Attended,01/05/2017 08:00:00,05/05/2017 00:00:00,,,,
76791,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:37:12.000,01/15/2018 14:30:00.000,,,,
76850,Core_ Core Operator Training (AGGU) Class,Attended,09/30/2015 08:00:00.000,09/30/2015 00:00:00.000,,,,
76852,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
76852,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
76852,Safety_Token Yochi Class,Attended,07/13/2017 08:00:00.000,07/13/2017 00:00:00.000,,,,
77068,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
77247,Computer & Software_Excel Intermediate-0001,Cancelled,01/31/2019 20:29:18.000,03/22/2019 22:00:00.000,,,,
77247,Computer & Software_Excel Intermediate-0004,Registered,04/24/2019 15:35:01.000,,,,,
77247,Computer Skills_Excel Basic Class,Attended,07/24/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,
77249,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
77405,Leadership_Emotional Intelligence Training-0002,Attended,09/13/2019 16:47:35.000,10/24/2019 14:55:00.000,,,,
77491,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
77677,Safety_Token Yochi Class,Attended,08/06/2017 08:00:00,08/06/2017 00:00:00,,,,
77791,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
77800,Core_ Core Operator Training (AGGU) Class,Attended,11/18/2015 08:00:00.000,11/18/2015 00:00:00.000,,,,
78163,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
78208,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 13:50:18.000,10/18/2018 14:50:00.000,,,,This is done by admin due to some Technical Issues or Glitches
78387,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:24:38.000,10/05/2018 22:00:00,,,,This is done by admin due to some Technical Issues or Glitches
78437,Core_ Core Operator Training (AGGU) Class,Attended,10/08/2015 08:00:00,10/08/2015 00:00:00,,,,
78704,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
78722,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:18:51.000,04/26/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
78773,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
78974,Computer Skills_Excel Basic Class,Attended,03/27/2017 08:00:00.000,03/04/2017 00:00:00,,,,
78974,Computer Skills_Excel Intermediate Class,Attended,10/04/2017 08:00:00,04/14/2017 00:00:00.000,,,,
78974,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
78976,Technical_Fanuc Level I (Ranken)-0001,Attended,12/07/2021 20:59:22,07/22/2021 15:55:00.000,,,,
79070,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
79274,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
79275,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
79325,Onboarding_Mentor Certification Training-0032,Attended,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
79344,Computer & Software_Excel Intermediate-0003,Attended,03/12/2018 18:55:41,02/15/2019 14:50:00.000,,,,
79344,Computer_Excel Basic-0011,Attended,10/01/2019 22:52:24,08/02/2019 17:25:00,,,,
79393,Computer Skills_Excel Intermediate Class,Attended,05/15/2017 08:00:00.000,05/19/2017 00:00:00.000,,,,
79630,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:18:51.000,04/26/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
79631,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:04:25.000,03/15/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
79920,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
80006,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
80204,Safety_Token Yochi Class,Attended,01/11/2016 08:00:00,01/11/2016 00:00:00,,,,
80229,Core_ Core Operator Training (AGGU) Class,Attended,09/30/2015 08:00:00.000,09/30/2015 00:00:00.000,,,,
80276,Core_ Core Operator Training (AGGU) Class,Attended,09/10/2015 08:00:00,09/10/2015 00:00:00,,,,
80366,Core_ Core Operator Training (AGGU) Class,Attended,11/08/2015 08:00:00,09/14/2015 00:00:00.000,,,,
80446,Core_ Core Operator Training (AGGU) Class,Attended,07/22/2015 08:00:00.000,07/22/2015 00:00:00.000,,,,
80594,Computer & Software_JDE Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
80594,Computer & Software_Microsoft Outlook Class,Attended,09/06/2017 08:00:00,09/06/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
80594,Computer & Software_Shop Floor Data Entry Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
80594,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 16:22:09.000,12/01/2018 12:00:00,,,,
80594,Computer_FileHold Class,Attended,06/19/2017 08:00:00.000,06/19/2017 00:00:00.000,,,,
80594,Legal_FMLA for Management (AGG specifics) Class,Attended,06/23/2017 08:00:00.000,06/23/2017 00:00:00.000,,,,
80594,Safety_Token Yochi Class,Attended,08/06/2017 08:00:00,08/06/2017 00:00:00,,,,
80697,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:27.000,03/28/2023 13:00:00.000,,,,
80702,Core_ Core Operator Training (AGGU) Class,Attended,10/04/2017 08:00:00,04/13/2017 00:00:00.000,,,,
81186,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
81213,Core_ Core Operator Training (AGGU) Class,Attended,02/20/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
81214,Core_ Core Operator Training (AGGU) Class,Attended,03/10/2017 08:00:00,10/13/2017 00:00:00.000,,,,
81214,Safety_Token Yochi Class,Attended,02/23/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,
81841,Core_ Core Operator Training (AGGU) Class,Attended,06/22/2015 08:00:00.000,06/22/2015 00:00:00.000,,,,
82105,Computer & Software_Microsoft Outlook Class,Attended,03/12/2015 08:00:00,03/12/2015 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
82105,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 14:40:52.000,11/01/2018 12:00:00,,,,
82243,Core_ Core Operator Training (AGGU) Class,Attended,05/30/2017 08:00:00.000,02/06/2017 00:00:00,,,,
82244,Core_ Core Operator Training (AGGU) Class,Attended,04/17/2017 08:00:00.000,04/20/2017 00:00:00.000,,,,
82409,Computer & Software_Excel Intermediate-0001,Cancelled,05/02/2019 21:23:52,02/14/2019 17:52:02.000,,,,
82409,Computer_FileHold Class,Attended,03/05/2017 08:00:00,03/05/2017 00:00:00,,,,
82409,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
82641,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
82642,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
82665,Computer & Software_Excel Intermediate-0002,Attended,11/01/2019 21:06:50,04/04/2019 17:45:00,,,,This is done by admin due to some Technical Issues or Glitches
82665,Computer_Excel Basic-0010,Attended,01/02/2019 19:56:30,03/21/2019 13:45:00.000,,,,This is done by admin due to some Technical Issues or Glitches
82676,Computer_FileHold Class,Attended,03/05/2017 08:00:00,03/05/2017 00:00:00,,,,
82690,Computer & Software_Excel Intermediate-0003,Cancelled,01/21/2019 16:47:45.000,01/21/2019 16:52:42.000,,,,
82690,Core_ Core Operator Training (AGGU) Class,Attended,07/22/2015 08:00:00.000,07/22/2015 00:00:00.000,,,,
82954,Compliance_LIVE Fire Extinguisher Training_MO-0116,Attended,03/29/2023 15:28:35.000,04/04/2023 13:20:00,,,,
82954,Technical_Fanuc Level I (Ranken) Class,Attended,02/20/2017 08:00:00.000,02/23/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
82954,Technical_Fanuc Level II (Ranken) Class,Attended,03/04/2017 08:00:00,06/04/2017 00:00:00,,,,
82954,Technical_Fanuc Level III (Ranken) Class,Attended,01/05/2017 08:00:00,04/05/2017 00:00:00,,,,
83037,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
83118,Core_ Core Operator Training (AGGU) Class,Attended,10/16/2015 08:00:00.000,10/16/2015 00:00:00.000,,,,
83381,Technical_Fanuc Level I (Ranken) Class,Attended,02/13/2017 08:00:00.000,02/16/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
83459,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:57:33.000,12/01/2018 21:00:00,,,,
83459,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
83508,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
83520,Computer & Software_JDE Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
83520,Computer & Software_Microsoft Outlook Class,Attended,07/28/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
83520,Computer & Software_Shop Floor Data Entry Class,Attended,01/08/2017 08:00:00,01/08/2017 00:00:00,,,,
83520,Computer_GDP (eTime dept tracking) Class,Attended,07/28/2017 08:00:00.000,07/28/2017 00:00:00.000,,,,
83520,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
83520,Safety_Token Yochi Class,Attended,01/06/2017 08:00:00,01/06/2017 00:00:00,,,,
83745,Technical_Fanuc Level I (Ranken) Class,Attended,10/22/2018 13:50:18.000,10/18/2018 14:50:00.000,,,,This is done by admin due to some Technical Issues or Glitches
83745,Technical_Fanuc Level II (Ranken) Class,Attended,11/19/2018 15:00:53.000,11/16/2018 15:10:00.000,,,,
83745,Train the Trainer_Scissor & Boom Instructor Class,Attended,01/11/2017 08:00:00,01/11/2017 00:00:00,,,,
83778,Core_ Core Operator Training (AGGU) Class,Attended,01/30/2017 08:00:00.000,02/02/2017 00:00:00,,,,
83803,Computer & Software_Microsoft Outlook Class,Attended,10/12/2015 08:00:00,10/12/2015 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
83803,Core_ Core Operator Training (AGGU) Class,Attended,11/13/2015 08:00:00.000,11/13/2015 00:00:00.000,,,,
83809,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
84025,Core_ Core Operator Training (AGGU) Class,Attended,08/07/2015 08:00:00,08/07/2015 00:00:00,,,,
84042,Technical_Mechanical Level 2 Lab (Ranken) Class,Attended,01/05/2017 08:00:00,05/05/2017 00:00:00,,,,
84131,Core_ Core Operator Training (AGGU) Class,Attended,05/30/2017 08:00:00.000,02/06/2017 00:00:00,,,,
84138,Onboarding_Mentor Certification Training-0029,Attended,08/24/2021 15:16:44.000,08/24/2021 12:15:00.000,,,,
84608,Computer & Software_JDE Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
84608,Computer & Software_Microsoft Outlook Class,Attended,09/06/2017 08:00:00,09/06/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
84608,Computer & Software_Shop Floor Data Entry Class,Attended,06/13/2017 08:00:00.000,06/13/2017 00:00:00.000,,,,
84608,Computer_GDP (eTime dept tracking) Class,Attended,09/06/2017 08:00:00,09/06/2017 00:00:00,,,,
84608,Computer_FileHold Class,Attended,06/19/2017 08:00:00.000,06/19/2017 00:00:00.000,,,,
84608,Core_ Core Operator Training (AGGU) Class,Attended,10/18/2016 08:00:00.000,10/21/2016 00:00:00.000,,,,
84608,Legal_FMLA for Management (AGG specifics) Class,Attended,06/23/2017 08:00:00.000,06/23/2017 00:00:00.000,,,,
84608,Safety_Token Yochi Class,Attended,08/06/2017 08:00:00,08/06/2017 00:00:00,,,,
84783,Core_ Core Operator Training (AGGU) Class,Attended,10/30/2015 08:00:00.000,10/30/2015 00:00:00.000,,,,
84853,Compliance_LIVE Fire Extinguisher Training_MO-0119,Attended,03/30/2023 16:47:40.000,04/04/2023 13:20:00,,,,
84869,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
84891,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85007,Compliance_LIVE Fire Extinguisher Training_MO-0115,Attended,05/04/2023 13:19:52,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
85048,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:18:51.000,04/26/2018 22:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
85069,Computer & Software_JDE Class,Attended,12/16/2015 08:00:00.000,12/16/2015 00:00:00.000,,,,
85069,Computer & Software_Microsoft Outlook Class,Attended,10/22/2015 08:00:00.000,10/22/2015 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
85069,Computer Skills_Excel Intermediate Class,Attended,07/08/2017 08:00:00,11/08/2017 00:00:00,,,,
85069,Computer_GDP (eTime dept tracking) Class,Attended,12/13/2018 15:20:56.000,11/01/2018 21:00:00,,,,
85069,Computer_FileHold Class,Attended,03/31/2017 08:00:00.000,03/31/2017 00:00:00.000,,,,
85069,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85069,Safety_Token Yochi Class,Attended,04/08/2016 08:00:00,04/08/2016 00:00:00,,,,
85069,Train the Trainer_Token Yochi Instructor Class,Attended,04/08/2016 08:00:00,04/08/2016 00:00:00,,,,
85080,Computer & Software_Excel Intermediate-0002,Attended,11/01/2019 21:06:50,04/04/2019 17:45:00,,,,This is done by admin due to some Technical Issues or Glitches
85080,Computer_Excel Basic-0010,Attended,11/01/2019 21:06:50,03/21/2019 13:45:00.000,,,,This is done by admin due to some Technical Issues or Glitches
85185,Core_ Core Operator Training (AGGU) Class,Attended,09/01/2017 08:00:00,12/01/2017 00:00:00,,,,
85259,Core_ Core Operator Training (AGGU) Class,Attended,10/08/2015 08:00:00,10/08/2015 00:00:00,,,,
85259,Onboarding_Mentor Certification Training-0032,Attended,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
85287,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85307,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85452,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85465,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85465,Onboarding_Mentor Certification Training-0032,Attended,08/24/2021 18:50:46.000,08/25/2021 11:00:00.000,,,,
85466,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85589,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85720,Core_ Core Operator Training (AGGU) Class,Attended,10/08/2015 08:00:00,10/08/2015 00:00:00,,,,
85854,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
85898,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
86035,Core_ Core Operator Training (AGGU) Class,Attended,08/07/2015 08:00:00,08/07/2015 00:00:00,,,,
86046,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
86270,Core_ Core Operator Training (AGGU) Class,Attended,06/22/2015 08:00:00.000,06/22/2015 00:00:00.000,,,,
86289,Core_ Core Operator Training (AGGU) Class,Attended,08/27/2015 08:00:00.000,08/27/2015 00:00:00.000,,,,
86289,Technical_Fanuc Level I (Ranken)-0002,No-show,07/26/2021 19:48:27.000,07/26/2021 14:10:00.000,,,,
86713,Core_ Core Operator Training (AGGU) Class,Attended,02/09/2015 08:00:00,02/09/2015 00:00:00,,,,
86713,Technical_Fanuc Level I (Ranken) Class,Attended,06/02/2017 08:00:00,09/02/2017 00:00:00,,,,This is done by admin due to some Technical Issues or Glitches
86713,Technical_Fanuc Level II (Ranken) Class,Attended,12/13/2018 20:21:06.000,05/24/2018 22:00:00.000,,,,
86903,Core_ Core Operator Training (AGGU) Class,Attended,09/30/2015 08:00:00.000,09/30/2015 00:00:00.000,,,,
86956,Safety_Token Yochi Class,Attended,01/11/2016 08:00:00,01/11/2016 00:00:00,,,,
87020,Core_ Core Operator Training (AGGU) Class,Attended,09/16/2015 08:00:00.000,09/16/2015 00:00:00.000,,,,
87021,Core_ Core Operator Training (AGGU) Class,Attended,02/09/2015 08:00:00,02/09/2015 00:00:00,,,,
87022,Core_ Core Operator Training (AGGU) Class,Attended,09/16/2015 08:00:00.000,09/16/2015 00:00:00.000,,,,
87505,Safety_Token Yochi Class,Attended,03/31/2023 12:42:17.000,03/31/2023 12:40:00.000,,,,
87528,Compliance_LIVE Fire Extinguisher Training_MO-0118,Attended,03/24/2023 02:13:26.000,04/04/2023 13:20:00,,,,This is done by admin due to some Technical Issues or Glitches
87564,Core_ Core Operator Training (AGGU) Class,Attended,08/06/2016 08:00:00,09/06/2016 00:00:00,,,,
87571,Auditor Training (vendor) Class,Attended,03/27/2017 08:00:00.000,03/29/2017 00:00:00.000,,,,
87571,Computer & Software_Microsoft Outlook Class,Attended,10/22/2015 08:00:00.000,10/22/2015 00:00:00.000,,,,This is done by admin due to some Technical Issues or Glitches
87571,Computer Skills_Excel Basic Class,Attended,04/24/2017 08:00:00.000,04/28/2017 00:00:00.000,,,,
88125,Core_ Core Operator Training (AGGU) Class,Attended,01/23/2017 08:00:00.000,01/26/2017 00:00:00.000,,,,
93363,Technical_Fanuc Level I (Ranken) Class,Attended,12/13/2018 20:22:56.000,03/05/2018 22:00:00,,,,This is done by admin due to some Technical Issues or Glitches
94539,Compliance_LIVE Fire Extinguisher Training_MO-0121,Attended,03/31/2023 13:04:27.000,03/28/2023 13:00:00.000,,,,
