Event ID,Session ID*,Part Start Date/Time,Part End Date/Time,Part Break Duration,Part Timezone,Display Times in TimeZone of User,Part name,Part Location,Part Instructor*,Session Status,Cancellation Reason,Cancellation Comment,Available Languages,Vendor/Provider,Registration Deadline,Registration Deadline - Before/After,Allow waitlist for sessions,Allow Auto-Management of Waitlist‡, Auto-Register User upon Granting Waitlist‡,Minimum Users,Maximum Users,Credits,Attendance Parts,Emails,Currency Code,Price Per Session,No-show Penalty – Monetary,No-show Penalty – Training Units,Restrict Withdraw from Session,Refund Type,Refund Percentage‡,Refund Amount‡,Refund Number of Days prior to start‡,Withdrawal Penalty Percentage,Withdrawal Penalty Amount,Penalty Number of Days prior to start,Created/Modified By,Do not allow exception request,Copy Availability from its Event,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Training Contact,Training Units,Default Training Unit Price,Required Training Approvals,Required Completion Approvals,Request Form
Leadership_LMS Training for Managers,Leadership_LMS Training-0029,07/18/2019 15:00:00.000,07/18/2019 16:00:00.000,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0030,07/19/2019 15:00:00.000,07/19/2019 16:00:00.000,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0031,07/24/2019 12:00:00.000,07/24/2019 13:00:00.000,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0032,07/25/2019 21:00:00.000,07/25/2019 22:00:00.000,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0033,07/26/2019 14:00:00.000,07/26/2019 15:00:00.000,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0034,2019-01-08 21:00:00,2019-01-08 22:00:00,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0035,2019-02-08 00:00:00,2019-02-08 01:00:00,,9,1,Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0036,2019-05-08 21:00:00,2019-05-08 22:00:00,,9,1,Offering of LMS Training for Managers,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0037,09/20/2019 12:00:00.000,09/20/2019 13:00:00.000,,9,1,Offering of LMS Training for Managers,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_LMS Training for Managers,Leadership_LMS Training-0038,09/20/2019 12:00:00.000,09/20/2019 13:00:00.000,,9,1,Copy (1) of Offering of LMS Training,Bldg_2_Room_207,87571,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,6.0,18.0,3600.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_Middle Management Training (MMT),Leadership_Middle Management Training (MMT)-0001,2019-09-09 13:00:00,2019-11-09 22:00:00,,9,1,Offering of Middle Management Training (MMT),Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,25.0,72000.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_ProManager (vendor),Leadership_ProManager (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,,9,1,ProManager Leadership Development Class,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 01),2016-07-11 14:00:00,2016-02-12 18:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 02),01/23/2017 14:00:00.000,02/17/2017 18:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 03),03/13/2017 13:00:00.000,2017-07-04 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 04),04/24/2017 13:00:00.000,05/19/2017 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 05),2017-05-06 13:00:00,06/30/2017 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 06),07/24/2017 13:00:00.000,08/18/2017 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 07),2017-11-09 13:00:00,2017-06-10 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 08),10/23/2017 13:00:00.000,11/17/2017 18:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 09),2018-05-02 14:00:00,2018-02-03 18:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 10),05/14/2018 13:00:00.000,2018-08-06 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 11),2018-06-08 13:00:00,08/31/2018 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 12),09/17/2018 13:00:00.000,2018-12-10 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 13),10/22/2018 13:00:00.000,11/16/2018 18:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 14),2019-04-02 14:00:00,2019-01-03 18:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 15),2019-01-04 13:00:00,04/26/2019 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,10.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 16),07/29/2019 13:00:00.000,08/23/2019 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 17),09/16/2019 13:00:00.000,2019-11-10 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 18),10/28/2019 13:00:00.000,11/22/2019 18:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,6.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 19),01/13/2020 14:00:00.000,2020-07-02 18:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 20),2020-09-03 13:00:00,2020-03-04 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 21),04/20/2020 13:00:00.000,05/15/2020 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 22),2020-01-06 13:00:00,06/26/2020 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 23),2020-03-08 13:00:00,08/28/2020 17:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 24),09/14/2020 13:00:00.000,2020-09-10 17:00:00,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP,Leadership_SCP (Round 25),10/26/2020 13:00:00.000,11/20/2020 18:00:00.000,,9,1,Offering of Supervisor Certification Program,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,4.0,8.0,,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
Leadership_SCP final presentation (ILT Course),leadership_scp final presentation (Group 18),2020-06-02 14:30:00,2020-06-02 16:30:00,,9,1,Offering of Supervisor Certification Program Final Presentation,Bldg_2_Room_207,,,,,USE EVENT SETTING,ILT Content,USE EVENT SETTING,USE EVENT SETTING,1,USE EVENT SETTING,USE EVENT SETTING,,,900.0,1,No Email,1,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,USE EVENT SETTING,User performing the load,false,false,,,,,false,false,false,AGG.University@dummydata.com,USE EVENT SETTING,USE EVENT SETTING,0,0,
