Session ID*,Transcript Status,Score,Pass/Fail,Request Date/Time,Registration Date/Time,User ID*,Completion Date/Time,Due Date/Time‡,Archived,User Exempt Reason,Approver Exempt Reason,User's Exemption Comments,Approver's Exemption Comments,Exempt By,Comments
Computer & Software_JDE Class,Completed,0,Pass,2015-12-16 08:00:00,2015-12-16 08:00:00,50622,2015-12-16 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,50622,2017-04-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:37:12,2018-12-13 16:37:12,50622,2018-01-15 14:30:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2015-12-11 08:00:00,2015-12-11 08:00:00,50622,2015-12-11 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-09-28 08:00:00,2017-09-28 08:00:00,50622,2017-09-28 00:00:00,,0,0,0,,,,
Onboarding_Mentor Certification Training-0031,Completed,0,Pass,2021-08-24 15:24:53,2021-08-24 15:24:53,50676,2021-08-25 03:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,50789,2018-12-01 21:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-10-26 08:00:00,2015-10-26 08:00:00,50789,2015-10-26 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-02-11 08:00:00,2017-02-11 08:00:00,51116,2017-02-11 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-10-27 08:00:00,2017-10-27 08:00:00,51116,2017-10-27 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-04-24 08:00:00,2017-04-24 08:00:00,51116,2017-04-28 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-05-15 08:00:00,2017-05-15 08:00:00,51116,2017-05-19 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,51116,2018-11-01 21:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-11 08:00:00,2017-06-11 08:00:00,51116,2017-06-11 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-10-11 08:00:00,2017-10-11 08:00:00,51116,2017-10-11 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-22 08:00:00,2017-06-22 08:00:00,51116,2017-06-22 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2017-06-02 08:00:00,2017-06-02 08:00:00,51280,2017-09-02 00:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2017-03-13 08:00:00,2017-03-13 08:00:00,51280,2017-03-16 00:00:00,,0,0,0,,,,
Technical_Fanuc Level III (Ranken) Class,Completed,0,Pass,2017-04-17 08:00:00,2017-04-17 08:00:00,51280,2017-04-20 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,51497,2015-08-27 00:00:00,,0,0,0,,,,
Train the Trainer_Overhead Crane Instructor Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,51908,2015-08-27 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,52501,2017-01-23 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,52501,2017-01-23 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,52501,2017-01-23 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:48:56,2018-12-13 14:48:56,52501,2018-11-01 13:00:00,,0,0,0,,,,
Computer_Excel Basic-0011,Completed,0,Pass,2019-01-28 20:25:28,2019-01-28 20:25:28,52501,2019-08-02 17:25:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,52501,2017-01-23 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-01-23 08:00:00,2017-01-23 08:00:00,52501,2017-01-23 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-22 08:00:00,2017-06-22 08:00:00,52501,2017-06-22 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-10-30 08:00:00,2015-10-30 08:00:00,52729,2015-10-30 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,52735,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,52900,2015-08-27 00:00:00,,0,0,0,,,,
Compliance_LIVE Fire Extinguisher Training_MO-0119,Completed,0,Pass,2023-03-29 15:31:11,2023-03-29 15:31:11,53243,2023-04-04 13:20:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-09-01 08:00:00,2017-09-01 08:00:00,53389,2017-12-01 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-01-16 08:00:00,2017-01-16 08:00:00,53669,2017-01-19 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,53669,2017-02-23 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,53724,2017-03-04 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,53724,2017-04-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:57:33,2018-12-13 15:57:33,53724,2018-12-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2016-10-08 08:00:00,2016-10-08 08:00:00,53724,2016-10-08 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,53742,2018-11-01 21:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-03-05 08:00:00,2017-03-05 08:00:00,53742,2017-03-05 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-10 08:00:00,2017-11-10 08:00:00,53742,2017-11-10 00:00:00,,0,0,0,,,,
Computer & Software_Excel Intermediate-0003,Completed,0,Pass,2019-10-01 19:34:25,2019-10-01 19:34:25,53879,2019-02-15 18:55:00,,0,0,0,,,,
Computer_Excel Basic-0011,Completed,0,Pass,2019-10-01 19:34:25,2019-10-01 19:34:25,53879,2019-08-02 17:25:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-06-19 08:00:00,2017-06-19 08:00:00,53904,2017-06-22 00:00:00,,0,0,0,,,,
Technical_Mechanical Level 2 Lab (Ranken) Class,Completed,0,Pass,2016-10-10 08:00:00,2016-10-10 08:00:00,54088,2016-10-14 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,54092,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-10-18 08:00:00,2016-10-18 08:00:00,54114,2016-10-21 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,54114,2017-02-23 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-10-18 08:00:00,2016-10-18 08:00:00,54119,2016-10-21 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,54119,2017-02-23 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,54304,2017-03-04 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,54304,2017-04-14 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:20:56,2018-12-13 15:20:56,54304,2018-11-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-10 08:00:00,2017-11-10 08:00:00,54304,2017-11-10 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,54399,2018-11-01 14:30:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-12-10 08:00:00,2017-12-10 08:00:00,54399,2017-12-10 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-03-02 08:00:00,2016-03-02 08:00:00,54451,2016-05-02 00:00:00,,0,0,0,,,,
Compliance_LIVE Fire Extinguisher Training_MO-0121,Completed,0,Pass,2023-03-31 13:04:27,2023-03-31 13:04:27,54516,2023-03-28 13:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-10-22 14:21:11,2018-10-22 14:21:11,54516,2018-08-30 22:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-10-22 14:09:35,2018-10-22 14:09:35,54516,2018-09-27 22:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-10-18 08:00:00,2016-10-18 08:00:00,54774,2016-10-21 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,54774,2017-02-23 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-03-04 08:00:00,2017-03-04 08:00:00,54791,2017-06-04 00:00:00,,0,0,0,,,,
Compliance_LIVE Fire Extinguisher Training_MO-0119,Completed,0,Pass,2023-03-29 15:31:11,2023-03-29 15:31:11,54811,2023-04-04 13:20:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2018-04-27 19:00:10,2018-04-27 19:00:10,54811,2018-05-04 20:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2018-12-13 20:16:45,2018-12-13 20:16:45,54811,2018-12-04 22:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-07-24 08:00:00,2017-07-24 08:00:00,55104,2017-07-28 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-07-08 08:00:00,2017-07-08 08:00:00,55104,2017-11-08 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-10-04 08:00:00,2017-10-04 08:00:00,55190,2017-04-13 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-03-20 08:00:00,2017-03-20 08:00:00,55192,2017-03-24 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,55820,2018-11-01 21:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-11-10 08:00:00,2017-11-10 08:00:00,55820,2017-11-10 00:00:00,,0,0,0,,,,
Technical_Fanuc Level I (Ranken) Class,Completed,0,Pass,2017-02-13 08:00:00,2017-02-13 08:00:00,55820,2017-02-16 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,56052,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-02-20 08:00:00,2017-02-20 08:00:00,56128,2017-03-24 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-01-08 08:00:00,2017-01-08 08:00:00,56136,2017-01-08 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-07-28 08:00:00,2017-07-28 08:00:00,56136,2017-07-28 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-01-08 08:00:00,2017-01-08 08:00:00,56136,2017-01-08 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2017-07-28 08:00:00,2017-07-28 08:00:00,56136,2017-07-28 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-11-08 08:00:00,2017-11-08 08:00:00,56136,2017-11-08 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-22 08:00:00,2017-06-22 08:00:00,56136,2017-06-22 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,56188,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,56481,2018-11-01 12:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-12-10 08:00:00,2017-12-10 08:00:00,56481,2017-12-10 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-18 08:00:00,2015-08-18 08:00:00,56564,2015-08-18 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-03-10 08:00:00,2017-03-10 08:00:00,56863,2017-10-13 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,56953,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-10-18 08:00:00,2016-10-18 08:00:00,57491,2016-10-21 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-02-23 08:00:00,2017-02-23 08:00:00,57491,2017-02-23 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-04-17 08:00:00,2017-04-17 08:00:00,57757,2017-04-20 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-02-05 08:00:00,2017-02-05 08:00:00,57878,2017-02-05 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-04-28 08:00:00,2017-04-28 08:00:00,57878,2017-04-28 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-10-05 08:00:00,2017-10-05 08:00:00,57878,2017-10-05 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2017-04-28 08:00:00,2017-04-28 08:00:00,57878,2017-04-28 00:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-09-05 08:00:00,2017-09-05 08:00:00,57878,2017-09-05 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-05-15 08:00:00,2017-05-15 08:00:00,57878,2017-05-15 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-04-27 08:00:00,2017-04-27 08:00:00,57878,2017-04-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,58224,2015-08-27 00:00:00,,0,0,0,,,,
Computer & Software_Excel Intermediate-0004,Registered,0,Pass,2019-04-22 16:54:09,2019-04-22 16:54:09,58232,,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,61555,2015-08-27 00:00:00,,0,0,0,,,,
Technical_Fanuc Level II (Ranken) Class,Completed,0,Pass,2017-03-20 08:00:00,2017-03-20 08:00:00,63001,2017-03-23 00:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-03-05 08:00:00,2017-03-05 08:00:00,63148,2017-03-05 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,63641,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-10-31 08:00:00,2017-10-31 08:00:00,64588,2017-03-11 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-06-02 08:00:00,2017-06-02 08:00:00,64730,2017-09-02 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-11-14 08:00:00,2016-11-14 08:00:00,65005,2016-11-17 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,66810,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-06-06 08:00:00,2016-06-06 08:00:00,67365,2016-07-06 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:48:56,2018-12-13 14:48:56,67368,2018-11-01 13:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,67368,2017-06-03 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,67598,2015-08-27 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:23:27,2018-12-13 15:23:27,67759,2018-11-01 21:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:22:09,2018-12-13 16:22:09,68184,2018-12-01 12:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,71405,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-01-30 08:00:00,2017-01-30 08:00:00,71542,2017-02-02 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2017-10-10 08:00:00,2017-10-10 08:00:00,71544,2017-10-13 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-06-22 08:00:00,2015-06-22 08:00:00,72276,2015-06-22 00:00:00,,0,0,0,,,,
Computer Skills_Excel Basic Class,Completed,0,Pass,2017-06-26 08:00:00,2017-06-26 08:00:00,72656,2017-06-30 00:00:00,,0,0,0,,,,
Computer Skills_Excel Intermediate Class,Completed,0,Pass,2017-10-07 08:00:00,2017-10-07 08:00:00,72656,2017-07-14 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-18 08:00:00,2015-08-18 08:00:00,72659,2015-08-18 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,72707,2015-08-27 00:00:00,,0,0,0,,,,
Onboarding_Mentor Certification Training-0032,Completed,0,Pass,2021-08-24 18:50:46,2021-08-24 18:50:46,72707,2021-08-25 11:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-07 08:00:00,2015-08-07 08:00:00,72748,2015-08-07 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,72757,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-09-24 08:00:00,2015-09-24 08:00:00,72767,2015-09-24 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,72902,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-06-06 08:00:00,2016-06-06 08:00:00,72919,2016-07-06 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-06-13 08:00:00,2017-06-13 08:00:00,73096,2017-06-13 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-09-06 08:00:00,2017-09-06 08:00:00,73096,2017-09-06 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-06-13 08:00:00,2017-06-13 08:00:00,73096,2017-06-13 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,73096,2018-11-01 12:00:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-19 08:00:00,2017-06-19 08:00:00,73096,2017-06-19 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-06-23 08:00:00,2017-06-23 08:00:00,73096,2017-06-23 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-08-06 08:00:00,2017-08-06 08:00:00,73096,2017-08-06 00:00:00,,0,0,0,,,,
Onboarding_Mentor Certification Training-0032,No Show,0,Pass,2021-08-24 18:50:46,2021-08-24 18:50:46,73105,2021-08-25 11:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-10-08 08:00:00,2015-10-08 08:00:00,73180,2015-10-08 00:00:00,,0,0,0,,,,
Computer & Software_Excel Intermediate-0003,Registered,0,Pass,2019-01-18 21:04:38,2019-01-18 21:04:38,73187,,,0,0,0,,,,
Computer_Excel Basic-0001,Completed,0,Pass,2018-11-20 14:13:51,2018-11-20 14:13:51,73187,2018-11-30 19:35:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,73187,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,73386,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,73404,2015-08-27 00:00:00,,0,0,0,,,,
Auditor Training (vendor) Class,Completed,0,Pass,2017-03-27 08:00:00,2017-03-27 08:00:00,73527,2017-03-29 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 14:40:52,2018-12-13 14:40:52,73527,2018-11-01 12:00:00,,0,0,0,,,,
Leadership_Emotional Intelligence Training-0001,Completed,0,Pass,2019-09-13 18:17:18,2019-09-13 18:17:18,73527,2019-10-24 14:55:00,,0,0,0,,,,
Requirement_Lead Auditor Training with Supplier Auditor Certification (ISO 9001:2008_ISO/TS 16949:20,Completed,0,Pass,2019-06-05 16:19:29,2019-06-05 16:19:29,73527,2015-10-30 16:15:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 15:11:16,2018-12-13 15:11:16,74442,2018-11-01 14:30:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-20 08:00:00,2017-06-20 08:00:00,74442,2017-06-20 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,74684,2015-08-27 00:00:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Shop Floor Data Entry Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Computer_GDP (eTime dept tracking) Class,Completed,0,Pass,2018-12-13 16:37:12,2018-12-13 16:37:12,74685,2018-01-15 14:30:00,,0,0,0,,,,
Computer_FileHold Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,74685,2015-08-27 00:00:00,,0,0,0,,,,
Legal_FMLA for Management (AGG specifics) Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2017-06-03 08:00:00,2017-06-03 08:00:00,74685,2017-06-03 00:00:00,,0,0,0,,,,
Computer & Software_Excel Intermediate-0002,Completed,0,Pass,2019-01-31 21:36:29,2019-01-31 21:36:29,75438,2019-04-04 17:45:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,75440,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2015-08-27 08:00:00,2015-08-27 08:00:00,75641,2015-08-27 00:00:00,,0,0,0,,,,
Core_ Core Operator Training (AGGU) Class,Completed,0,Pass,2016-08-06 08:00:00,2016-08-06 08:00:00,75646,2016-09-06 00:00:00,,0,0,0,,,,
Safety_Token Yochi Class,Completed,0,Pass,2019-07-06 20:40:37,2019-07-06 20:40:37,75646,2019-07-06 20:40:00,,0,0,0,,,,
Computer & Software_JDE Class,Completed,0,Pass,2017-02-05 08:00:00,2017-02-05 08:00:00,75872,2017-02-05 00:00:00,,0,0,0,,,,
Computer & Software_Microsoft Outlook Class,Completed,0,Pass,2017-04-28 08:00:00,2017-04-28 08:00:00,75872,2017-04-28 00:00:00,,0,0,0,,,,
